participantID,condition,blocks,blockType,trials,probabilitiesMarketOne_1,probabilitiesMarketOne_2,probabilitiesMarketTwo_1,probabilitiesMarketTwo_2,rewards_1,rewards_2,gem_presented,market_presented,chooseLeft,stateChosen,outcomeState,outcome,RT,black_rl_p,black_sofa_p,chosen_rl_p,chosen_sofa_p,pick_black,rt_log_trans,white_rl_p,white_sofa_p,missed_response,structureAwareness,evidence_consistency,consistent_choice,same_gem,doorRepeat,sideRepeat
1,1,1,1,35,0.2,0.8,0.2,0.8,-1,0,2,1,0,2,1,-1,3.559377193,0.2,0.8,0.8,0.2,0,-1.269585584,0.8,0.2,0,0,0,1,1,1,0
1,1,1,1,36,0.2,0.8,0.2,0.8,1,0,2,1,0,2,1,1,0.803231955,0.2,0.8,0.8,0.2,0,0.219111747,0.8,0.2,0,0,0,0,1,1,1
1,1,1,1,37,0.2,0.8,0.2,0.8,1,0,1,1,1,2,1,1,1.243915081,0.2,0.8,0.8,0.2,0,-0.218263729,0.8,0.2,0,0,0,0,0,1,0
1,1,1,1,38,0.2,0.8,0.2,0.8,1,0,2,1,0,2,2,0,1.263789177,0.2,0.8,0.8,0.2,0,-0.234114491,0.8,0.2,0,0,0,0,0,1,0
1,1,1,1,39,0.8,0.2,0.2,0.8,1,0,2,1,1,1,1,1,1.298789978,0.8,0.2,0.8,0.2,1,-0.261433045,0.2,0.8,0,0,1,1,1,0,0
1,1,1,1,40,0.8,0.2,0.2,0.8,1,0,2,1,0,1,1,1,2.045119047,0.8,0.2,0.8,0.2,1,-0.715456002,0.2,0.8,0,0,1,1,1,1,0
1,1,1,1,41,0.8,0.2,0.2,0.8,1,0,2,1,1,1,1,1,1.249805927,0.8,0.2,0.8,0.2,1,-0.222988281,0.2,0.8,0,0,1,1,1,1,0
1,1,1,1,42,0.8,0.2,0.2,0.8,-1,0,2,1,1,2,2,0,2.406473875,0.8,0.2,0.2,0.8,0,-0.878162554,0.2,0.8,0,0,1,1,1,0,1
1,1,1,1,43,0.8,0.2,0.2,0.8,-1,0,1,1,1,2,1,-1,3.402635813,0.8,0.2,0.2,0.8,0,-1.22455037,0.2,0.8,0,0,1,1,0,1,1
1,1,1,1,44,0.8,0.2,0.2,0.8,1,0,1,1,0,2,2,0,1.226253033,0.8,0.2,0.2,0.8,0,-0.203963205,0.2,0.8,0,0,0,0,1,1,0
1,1,1,1,45,0.8,0.2,0.2,0.8,1,0,2,1,1,1,1,1,2.955838203,0.8,0.2,0.8,0.2,1,-1.083782267,0.2,0.8,0,0,1,1,0,0,0
1,1,1,1,46,0.2,0.8,0.2,0.8,-1,0,2,1,0,2,1,-1,2.286064863,0.2,0.8,0.8,0.2,0,-0.826831939,0.8,0.2,0,0,1,1,1,0,0
1,1,1,1,47,0.2,0.8,0.2,0.8,1,0,1,1,1,2,2,0,1.907307863,0.2,0.8,0.8,0.2,0,-0.645692752,0.8,0.2,0,0,0,0,0,1,0
1,1,1,1,48,0.2,0.8,0.2,0.8,1,0,2,1,1,2,1,1,1.509769201,0.2,0.8,0.8,0.2,0,-0.411956792,0.8,0.2,0,0,1,0,0,1,1
1,1,1,1,49,0.2,0.8,0.2,0.8,1,0,1,1,1,1,2,0,1.620145082,0.2,0.8,0.2,0.8,1,-0.482515702,0.8,0.2,0,0,0,1,0,0,1
1,1,1,1,50,0.2,0.8,0.2,0.8,1,0,2,1,1,2,1,1,0.80875206,0.2,0.8,0.8,0.2,0,0.212262886,0.8,0.2,0,0,0,0,0,0,1
1,1,1,1,51,0.2,0.8,0.2,0.8,-1,0,1,1,1,1,2,0,1.950708151,0.2,0.8,0.2,0.8,1,-0.668192461,0.8,0.2,0,0,0,0,0,0,1
1,1,1,1,52,0.2,0.8,0.2,0.8,1,0,1,1,1,2,2,0,2.255545855,0.2,0.8,0.8,0.2,0,-0.813392008,0.8,0.2,0,0,0,0,1,0,1
1,1,1,1,53,0.2,0.8,0.2,0.8,-1,0,1,1,0,2,1,-1,1.63409996,0.2,0.8,0.8,0.2,0,-0.49109217,0.8,0.2,0,0,1,1,1,1,0
1,1,1,1,54,0.2,0.8,0.2,0.8,1,0,2,1,1,2,2,0,4.196386099,0.2,0.8,0.8,0.2,0,-1.434223702,0.8,0.2,0,0,0,0,0,1,0
1,1,1,1,55,0.2,0.8,0.2,0.8,1,0,2,1,1,1,1,1,1.27823019,0.2,0.8,0.2,0.8,1,-0.245476457,0.8,0.2,0,0,1,1,1,0,1
1,1,1,1,56,0.2,0.8,0.2,0.8,-1,0,2,1,0,2,1,-1,3.067073107,0.2,0.8,0.8,0.2,0,-1.120723721,0.8,0.2,0,0,1,1,1,0,0
1,1,1,1,57,0.2,0.8,0.2,0.8,-1,0,1,1,0,1,2,0,1.655868053,0.2,0.8,0.2,0.8,1,-0.504325375,0.8,0.2,0,0,0,0,0,0,1
1,1,1,1,58,0.2,0.8,0.2,0.8,-1,0,2,1,1,1,1,-1,1.351654053,0.2,0.8,0.2,0.8,1,-0.301329067,0.8,0.2,0,0,0,0,0,1,0
1,1,1,1,59,0.2,0.8,0.2,0.8,-1,0,1,1,0,2,1,-1,1.855095863,0.2,0.8,0.8,0.2,0,-0.617936373,0.8,0.2,0,0,1,1,0,0,0
1,1,1,1,60,0.2,0.8,0.2,0.8,1,0,1,1,0,2,1,1,1.353214979,0.2,0.8,0.8,0.2,0,-0.302483227,0.8,0.2,0,0,0,0,1,1,1
1,1,2,2,1,0.8,0.2,0.2,0.8,-1,0,3,2,1,1,2,0,2.198300123,0.2,0.8,0.2,0.8,1,-0.78768439,0.8,0.2,0,0,0,0,0,0,0
1,1,2,2,2,0.8,0.2,0.2,0.8,-1,0,3,2,0,1,2,0,1.448723793,0.2,0.8,0.2,0.8,1,-0.370683026,0.8,0.2,0,0,0,0,1,1,0
1,1,2,2,3,0.8,0.2,0.2,0.8,-1,0,4,1,1,1,1,-1,2.197434902,0.8,0.2,0.8,0.2,1,-0.787290727,0.2,0.8,0,0,0,0,0,1,0
1,1,2,2,4,0.8,0.2,0.2,0.8,1,0,3,2,1,2,1,1,1.747882128,0.2,0.8,0.8,0.2,0,-0.558404842,0.8,0.2,0,0,1,0,0,0,1
1,1,2,2,5,0.8,0.2,0.2,0.8,1,0,3,2,1,2,1,1,1.402575016,0.2,0.8,0.8,0.2,0,-0.338309844,0.8,0.2,0,0,0,0,1,1,1
1,1,2,2,6,0.8,0.2,0.2,0.8,1,0,4,1,0,1,1,1,3.538511992,0.8,0.2,0.8,0.2,1,-1.263706297,0.2,0.8,0,0,0,1,0,0,0
1,1,2,2,7,0.8,0.2,0.2,0.8,-1,0,3,2,0,1,2,0,1.676323175,0.2,0.8,0.2,0.8,1,-0.516602809,0.8,0.2,0,0,1,0,0,1,1
1,1,2,2,8,0.8,0.2,0.2,0.8,1,0,4,1,0,1,1,1,1.966249943,0.8,0.2,0.8,0.2,1,-0.676128146,0.2,0.8,0,0,0,1,0,1,1
1,1,2,2,9,0.8,0.2,0.2,0.8,-1,0,4,1,0,2,1,-1,1.979489088,0.8,0.2,0.2,0.8,0,-0.682838775,0.2,0.8,0,0,1,1,1,0,1
1,1,2,2,10,0.8,0.2,0.2,0.8,-1,0,3,2,0,1,2,0,3.450648069,0.2,0.8,0.2,0.8,1,-1.23856206,0.8,0.2,0,0,0,0,0,0,1
1,1,2,2,11,0.8,0.2,0.2,0.8,-1,0,3,2,0,1,2,0,1.59246707,0.2,0.8,0.2,0.8,1,-0.46528443,0.8,0.2,0,0,0,0,1,1,1
1,1,2,2,12,0.8,0.2,0.2,0.8,-1,0,3,2,0,1,2,0,2.009858131,0.2,0.8,0.2,0.8,1,-0.698064138,0.8,0.2,0,0,0,0,1,1,1
1,1,2,2,13,0.8,0.2,0.2,0.8,-1,0,3,2,1,1,1,-1,0.997140884,0.2,0.8,0.2,0.8,1,0.002863211,0.8,0.2,0,0,0,0,1,1,0
1,1,2,2,14,0.8,0.2,0.2,0.8,1,0,3,2,9,0,9,9,9,0.2,0.8,NaN,NaN,NaN,NaN,0.8,0.2,1,0,1,0,1,0,0
1,1,2,2,15,0.8,0.2,0.2,0.8,1,0,3,2,0,2,2,0,1.208614826,0.2,0.8,0.8,0.2,0,-0.189474932,0.8,0.2,0,0,0,0,1,0,0
1,1,2,2,16,0.8,0.2,0.2,0.8,1,0,4,1,0,1,1,1,1.578496933,0.8,0.2,0.8,0.2,1,-0.456473086,0.2,0.8,0,0,1,1,0,0,1
1,1,2,2,17,0.8,0.2,0.2,0.8,-1,0,4,1,1,2,1,-1,1.258435011,0.8,0.2,0.2,0.8,0,-0.229868894,0.2,0.8,0,0,1,1,1,0,0
1,1,2,2,18,0.8,0.2,0.2,0.8,-1,0,4,1,1,1,2,0,2.022564888,0.8,0.2,0.8,0.2,1,-0.704366453,0.2,0.8,0,0,0,0,1,0,1
1,1,2,2,19,0.8,0.2,0.2,0.8,1,0,4,1,1,2,2,0,1.481327057,0.8,0.2,0.2,0.8,0,-0.392938346,0.2,0.8,0,0,0,0,1,0,1
1,1,2,2,20,0.2,0.8,0.2,0.8,1,0,3,2,0,1,2,0,1.543424129,0.2,0.8,0.2,0.8,1,-0.434003409,0.8,0.2,0,0,1,1,0,0,0
1,1,2,2,21,0.2,0.8,0.2,0.8,1,0,4,1,1,1,2,0,1.755093098,0.2,0.8,0.2,0.8,1,-0.562521903,0.8,0.2,0,0,0,1,0,1,0
1,1,2,2,22,0.2,0.8,0.8,0.2,1,0,3,2,1,2,1,1,2.440615892,0.8,0.2,0.2,0.8,0,-0.892250422,0.2,0.8,0,0,0,0,0,0,1
1,1,2,2,23,0.2,0.8,0.8,0.2,1,0,4,1,0,2,1,1,1.775216103,0.2,0.8,0.8,0.2,0,-0.573922163,0.8,0.2,0,0,0,0,0,1,0
1,1,2,2,24,0.2,0.8,0.8,0.2,-1,0,4,1,1,1,2,0,1.194103003,0.2,0.8,0.2,0.8,1,-0.177395278,0.8,0.2,0,0,0,0,1,0,0
1,1,2,2,25,0.2,0.8,0.8,0.2,-1,0,3,2,0,1,1,-1,1.056506872,0.8,0.2,0.8,0.2,1,-0.054968063,0.2,0.8,0,0,0,0,0,1,0
1,1,2,2,26,0.2,0.8,0.8,0.2,1,0,3,2,0,1,1,1,1.468781948,0.8,0.2,0.8,0.2,1,-0.384433451,0.2,0.8,0,0,1,1,1,1,1
1,1,2,2,27,0.2,0.8,0.8,0.2,1,0,4,1,0,2,1,1,1.142734051,0.2,0.8,0.8,0.2,0,-0.133423681,0.8,0.2,0,0,1,0,0,0,1
1,1,2,2,28,0.2,0.8,0.8,0.2,1,0,3,2,1,1,1,1,2.673280954,0.8,0.2,0.8,0.2,1,-0.98330654,0.2,0.8,0,0,0,1,0,0,0
1,1,2,2,29,0.2,0.8,0.8,0.2,-1,0,4,1,1,1,2,0,1.574163198,0.2,0.8,0.2,0.8,1,-0.453723829,0.8,0.2,0,0,1,0,0,1,1
1,1,2,2,30,0.2,0.8,0.8,0.2,1,0,4,1,0,2,1,1,1.37044692,0.2,0.8,0.8,0.2,0,-0.315136906,0.8,0.2,0,0,0,0,1,0,0
1,1,2,2,31,0.2,0.8,0.8,0.2,-1,0,4,1,1,1,2,0,1.226079941,0.2,0.8,0.2,0.8,1,-0.20382204,0.8,0.2,0,0,0,0,1,0,0
1,1,2,2,32,0.2,0.8,0.8,0.2,-1,0,3,2,1,2,2,0,1.370588064,0.8,0.2,0.2,0.8,0,-0.315239892,0.2,0.8,0,0,0,1,0,0,1
1,1,2,2,33,0.2,0.8,0.8,0.2,-1,0,3,2,0,2,2,0,1.307855129,0.8,0.2,0.2,0.8,0,-0.268388489,0.2,0.8,0,0,1,1,1,1,0
1,1,2,2,34,0.2,0.8,0.8,0.2,-1,0,3,2,1,2,1,-1,1.065696955,0.8,0.2,0.2,0.8,0,-0.063629003,0.2,0.8,0,0,1,1,1,1,0
1,1,2,2,35,0.2,0.8,0.8,0.2,1,0,4,1,0,1,2,0,2.116420031,0.2,0.8,0.2,0.8,1,-0.749725996,0.8,0.2,0,0,0,1,0,0,0
1,1,2,2,36,0.2,0.8,0.8,0.2,-1,0,4,1,1,1,1,-1,1.364866018,0.2,0.8,0.2,0.8,1,-0.311056269,0.8,0.2,0,0,0,0,1,1,0
1,1,2,2,37,0.2,0.8,0.8,0.2,1,0,3,2,1,2,2,0,1.784925938,0.8,0.2,0.2,0.8,0,-0.579376923,0.2,0.8,0,0,1,0,0,0,1
1,1,2,2,38,0.2,0.8,0.8,0.2,1,0,3,2,0,1,1,1,1.19093585,0.8,0.2,0.8,0.2,1,-0.174739427,0.2,0.8,0,0,1,1,1,0,0
1,1,2,2,39,0.2,0.8,0.8,0.2,1,0,4,1,0,1,1,1,2.302506924,0.2,0.8,0.2,0.8,1,-0.833998496,0.8,0.2,0,0,1,1,0,1,1
1,1,2,2,40,0.2,0.8,0.8,0.2,1,0,3,2,1,1,1,1,1.637505054,0.8,0.2,0.8,0.2,1,-0.493173775,0.2,0.8,0,0,1,1,0,1,0
1,1,2,2,41,0.2,0.8,0.8,0.2,-1,0,4,1,0,2,1,-1,1.478013039,0.2,0.8,0.8,0.2,0,-0.390698644,0.8,0.2,0,0,1,1,0,0,0
1,1,2,2,42,0.8,0.2,0.8,0.2,-1,0,3,2,0,1,1,-1,2.868891001,0.8,0.2,0.8,0.2,1,-1.053925544,0.2,0.8,0,0,0,0,0,0,1
1,1,2,2,43,0.8,0.2,0.8,0.2,1,0,4,1,1,1,1,1,1.643368006,0.8,0.2,0.8,0.2,1,-0.496747798,0.2,0.8,0,0,1,1,0,1,0
1,1,2,2,44,0.8,0.2,0.8,0.2,1,0,4,1,1,1,1,1,1.219733,0.8,0.2,0.8,0.2,1,-0.198631982,0.2,0.8,0,0,1,1,1,1,1
1,1,2,2,45,0.8,0.2,0.8,0.2,-1,0,4,1,0,2,1,-1,1.055430889,0.8,0.2,0.2,0.8,0,-0.053949109,0.2,0.8,0,0,1,1,1,0,0
1,1,2,2,46,0.8,0.2,0.8,0.2,1,0,3,2,1,1,2,0,3.72143507,0.8,0.2,0.8,0.2,1,-1.314109365,0.2,0.8,0,0,0,1,0,0,0
1,1,2,2,47,0.8,0.2,0.8,0.2,-1,0,4,1,0,1,1,-1,1.667331934,0.8,0.2,0.8,0.2,1,-0.511224705,0.2,0.8,0,0,0,0,0,1,0
1,1,2,2,48,0.8,0.2,0.8,0.2,-1,0,4,1,1,2,2,0,1.346398115,0.8,0.2,0.2,0.8,0,-0.297432964,0.2,0.8,0,0,1,1,1,0,0
1,1,2,2,49,0.8,0.2,0.8,0.2,1,0,3,2,0,2,1,1,1.347704887,0.8,0.2,0.2,0.8,0,-0.298403062,0.2,0.8,0,0,1,0,0,1,0
1,1,2,2,50,0.8,0.2,0.8,0.2,1,0,4,1,1,1,2,0,1.992560148,0.8,0.2,0.8,0.2,1,-0.689420319,0.2,0.8,0,0,0,1,0,0,0
1,1,2,2,51,0.8,0.2,0.8,0.2,1,0,4,1,0,2,2,0,0.716607809,0.8,0.2,0.2,0.8,0,0.333226577,0.2,0.8,0,0,0,0,1,0,0
1,1,2,2,52,0.8,0.2,0.8,0.2,1,0,3,2,0,2,1,1,1.736224174,0.8,0.2,0.2,0.8,0,-0.551712741,0.2,0.8,0,0,1,0,0,1,1
1,1,2,2,53,0.8,0.2,0.8,0.2,-1,0,3,2,1,1,1,-1,1.225738049,0.8,0.2,0.8,0.2,1,-0.203543151,0.2,0.8,0,0,0,0,1,0,0
1,1,2,2,54,0.8,0.2,0.8,0.2,1,0,4,1,1,2,2,0,1.129352808,0.8,0.2,0.2,0.8,0,-0.121644732,0.2,0.8,0,0,1,0,0,0,1
1,1,2,2,55,0.8,0.2,0.8,0.2,1,0,3,2,0,1,2,0,1.191060066,0.8,0.2,0.8,0.2,1,-0.174843723,0.2,0.8,0,0,1,1,0,0,0
1,1,2,2,56,0.8,0.2,0.8,0.2,1,0,3,2,1,2,2,0,1.342074156,0.8,0.2,0.2,0.8,0,-0.294216295,0.2,0.8,0,0,0,0,1,0,0
1,1,2,2,57,0.8,0.2,0.8,0.2,-1,0,3,2,1,1,1,-1,1.806126833,0.8,0.2,0.8,0.2,1,-0.591184681,0.2,0.8,0,0,1,0,1,0,1
1,1,2,2,58,0.8,0.2,0.8,0.2,1,0,4,1,1,2,1,1,1.02105999,0.8,0.2,0.2,0.8,0,-0.020841294,0.2,0.8,0,0,1,0,0,0,1
1,1,2,2,59,0.8,0.2,0.8,0.2,-1,0,4,1,1,1,1,-1,1.605390072,0.8,0.2,0.8,0.2,1,-0.473366762,0.2,0.8,0,0,0,0,1,0,1
1,1,2,2,60,0.8,0.2,0.8,0.2,-1,0,4,1,0,1,1,-1,1.673238039,0.8,0.2,0.8,0.2,1,-0.514760695,0.2,0.8,0,0,1,0,1,1,0
1,1,3,1,1,0.2,0.8,0.2,0.8,1,0,1,1,1,2,1,1,1.873828888,0.2,0.8,0.8,0.2,0,-0.627983871,0.8,0.2,0,0,1,0,0,0,0
1,1,3,1,2,0.2,0.8,0.2,0.8,-1,0,2,1,1,2,1,-1,2.004298925,0.2,0.8,0.8,0.2,0,-0.695294336,0.8,0.2,0,0,0,1,0,1,1
1,1,3,1,3,0.2,0.8,0.2,0.8,-1,0,1,1,0,1,2,0,1.34275198,0.2,0.8,0.2,0.8,1,-0.294721224,0.8,0.2,0,0,0,0,0,0,0
1,1,3,1,4,0.2,0.8,0.2,0.8,1,0,1,1,0,2,1,1,1.62171793,0.2,0.8,0.8,0.2,0,-0.483486038,0.8,0.2,0,0,0,0,1,0,1
1,1,3,1,5,0.2,0.8,0.2,0.8,1,0,1,1,0,2,1,1,0.925891876,0.2,0.8,0.8,0.2,0,0.076997815,0.8,0.2,0,0,0,0,1,1,1
1,1,3,1,6,0.2,0.8,0.2,0.8,-1,0,2,1,1,1,2,0,1.354861021,0.2,0.8,0.2,0.8,1,-0.303698882,0.8,0.2,0,0,0,0,0,0,0
1,1,3,1,7,0.8,0.2,0.2,0.8,-1,0,2,1,0,1,2,0,1.136439085,0.8,0.2,0.8,0.2,1,-0.127899764,0.2,0.8,0,0,0,0,1,1,0
1,1,3,1,8,0.8,0.2,0.2,0.8,1,0,1,1,0,2,1,1,1.130487919,0.8,0.2,0.2,0.8,0,-0.122649326,0.2,0.8,0,0,0,0,0,0,1
1,1,3,1,9,0.8,0.2,0.2,0.8,-1,0,1,1,0,1,1,-1,1.168740988,0.8,0.2,0.8,0.2,1,-0.155927091,0.2,0.8,0,0,0,0,1,0,1
1,1,3,1,10,0.8,0.2,0.2,0.8,1,0,1,1,0,2,2,0,1.726134062,0.8,0.2,0.2,0.8,0,-0.545884262,0.2,0.8,0,0,1,0,1,0,1
1,1,3,1,11,0.8,0.2,0.2,0.8,-1,0,1,1,0,2,2,0,2.46094203,0.8,0.2,0.2,0.8,0,-0.900544216,0.2,0.8,0,0,1,1,1,1,1
1,1,3,1,12,0.8,0.2,0.2,0.8,1,0,1,1,0,1,2,0,1.500272036,0.8,0.2,0.8,0.2,1,-0.405646449,0.2,0.8,0,0,1,1,1,0,1
1,1,3,1,13,0.8,0.2,0.2,0.8,-1,0,2,1,0,1,1,-1,3.445037127,0.8,0.2,0.8,0.2,1,-1.236934681,0.2,0.8,0,0,0,0,0,1,1
1,1,3,1,14,0.8,0.2,0.2,0.8,-1,0,1,1,1,1,1,-1,2.482326984,0.8,0.2,0.8,0.2,1,-0.90919642,0.2,0.8,0,0,1,0,0,1,0
1,1,3,1,15,0.8,0.2,0.2,0.8,-1,0,2,1,1,1,1,-1,1.402658939,0.8,0.2,0.8,0.2,1,-0.338369678,0.2,0.8,0,0,1,0,0,1,1
1,1,3,1,16,0.8,0.2,0.2,0.8,-1,0,2,1,0,1,2,0,1.128391027,0.8,0.2,0.8,0.2,1,-0.120792749,0.2,0.8,0,0,1,0,1,1,0
1,1,3,1,17,0.8,0.2,0.2,0.8,1,0,2,1,1,2,2,0,1.062455893,0.8,0.2,0.2,0.8,0,-0.060583108,0.2,0.8,0,0,0,0,1,0,0
1,1,3,1,18,0.8,0.2,0.2,0.8,-1,0,2,1,1,2,2,0,2.093695879,0.8,0.2,0.2,0.8,0,-0.738930867,0.2,0.8,0,0,1,1,1,1,1
1,1,3,1,19,0.8,0.2,0.2,0.8,-1,0,1,1,1,2,2,0,2.294739008,0.8,0.2,0.2,0.8,0,-0.830619115,0.2,0.8,0,0,1,1,0,1,1
1,1,3,1,20,0.8,0.2,0.2,0.8,1,0,2,1,1,1,1,1,1.464418888,0.8,0.2,0.8,0.2,1,-0.3814585,0.2,0.8,0,0,1,1,0,0,1
1,1,3,1,21,0.8,0.2,0.2,0.8,1,0,2,1,0,1,1,1,1.038260937,0.8,0.2,0.8,0.2,1,-0.037547137,0.2,0.8,0,0,1,1,1,1,0
